UniqueReferenceNumber(URN) ,IncidentDate,IncidentCategory,ProductType,ProductOriginCountry ,NotifierType
ICID00032650,2018-07-23,Mycotoxins,Cereals & Bakery Products,United Kingdom (GB),RASFF
ICID00032651,2018-07-23,Organoleptic Aspects,Dietetic Foods / Food Supplements / Fortified Foods,United Kingdom (GB),Medicine & Healthcare products Regulatory Agency (MHRA)
ICID00032652,2018-07-23,Pathogenic Micro-Organisms,Feed Materials,Panama (PA),Border Inspection Posts (BIPs)
ICID00032653,2018-07-23,Poor or Insufficient Controls,Nuts / Nut products / Seeds,India (IN),Border Inspection Posts (BIPs)
ICID00032654,2018-07-23,Poor or Insufficient Controls,Fish & Fish Products,South Africa (ZA),Border Inspection Posts (BIPs)
ICID00032655,2018-07-23,CHEMET,N/A,United Kingdom (GB),Met Office
ICID00032656,2018-07-23,CHEMET,N/A,United Kingdom (GB),Met Office
ICID00032657,2018-07-24,Poor or Insufficient Controls,Nuts / Nut products / Seeds,Nigeria (NG),Border Inspection Posts (BIPs)
ICID00032658,2018-07-24,Allergens,Alcoholic Beverages,United Kingdom (GB),National Food Crime Unit (NFCU)
ICID00032659,2018-07-24,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),United Kingdom (GB),Local Authority
ICID00032660,2018-07-24,CHEMET,N/A,United Kingdom (GB),Met Office
ICID00032661,2018-07-24,Labelling Absent / Incomplete / Incorrect,Non-Alcoholic Beverages,United Kingdom (GB),EU Member States
ICID00032662,2018-07-24,Food Additives & Flavourings,Confectionery,China (CX),FSA Northern Ireland (FSANI)
ICID00032663,2018-07-24,Foreign Bodies,Milk & Milk Products,Finland (FI),European Commission (EC)
ICID00032664,2018-07-24,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Netherlands (NL),European Commission (EC)
ICID00032665,2018-07-24,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),United Kingdom (GB),Department of Agriculture & Rural Development (DARD)
ICID00032666,2018-07-24,Allergens,Confectionery,Germany (DE),RASFF
ICID00032667,2018-07-24,Foreign Bodies,Cereals & Bakery Products,Denmark (DK),RASFF
ICID00032668,2018-07-25,Mycotoxins,Nuts / Nut products / Seeds,United States (US),Border Inspection Posts (BIPs)
ICID00032669,2018-07-25,Allergens,Non-Alcoholic Beverages,United States (US),RASFF
ICID00032670,2018-07-25,Foreign Bodies,Cereals & Bakery Products,France (FR),Local Authority
ICID00032671,2018-07-25,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Zimbabwe (ZW),RASFF
ICID00032672,2018-07-25,Allergens,Prepared Dishes & Snacks,Belgium (BE),Industry
ICID00032673,2018-07-25,Heavy Metals,Meat & Meat Products (other than poultry),United Kingdom (GB),Department of Agriculture & Rural Development (DARD)
ICID00032674,2018-07-24,Biocontaminants,N/A,United Kingdom (GB),Port Health Authority (PHA)
ICID00032675,2018-07-25,Foreign Bodies,Cereals & Bakery Products,Sri Lanka (LK),RASFF
ICID00032676,2018-07-25,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),United Kingdom (GB),Veterinary Medicines Directorate
ICID00032677,2018-07-25,CHEMET,N/A,United Kingdom (GB),Environment Agency (EA)
ICID00032678,2018-07-26,Labelling Absent / Incomplete / Incorrect,Prepared Dishes & Snacks ,United Kingdom (GB),Industry
ICID00032679,2018-07-26,CHEMET,N/A,United Kingdom (GB),Environment Agency (EA)
ICID00032680,2018-07-26,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),United Kingdom (GB),Department of Agriculture & Rural Development (DARD)
ICID00032681,2018-07-26,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),United Kingdom (GB),Department of Agriculture & Rural Development (DARD)
ICID00032682,2018-07-26,Pesticide Residues,Fruits & Vegetables,Uganda (UG),EU Member States
ICID00032683,2018-07-26,Chemical Contamination (other),Dietetic Foods / Food Supplements / Fortified Foods,United Kingdom (GB),National Health Service (NHS)
ICID00032684,2018-07-26,Migration,Food Contact Materials,China (CX),RASFF
ICID00032685,2018-07-26,Mycotoxins,Nuts / Nut products / Seeds,Nicaragua (NI),RASFF
ICID00032686,2018-07-26,Poor or Insufficient Controls,Fish & Fish Products,Sri Lanka (LK),Port Health Authority (PHA)
ICID00032687,2018-07-26,Clandestine Detection,Cereals & Bakery Products,Ukraine (UA),Border Inspection Posts (BIPs)
ICID00032688,2018-07-26,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),United Kingdom (GB),Department of Agriculture & Rural Development (DARD)
ICID00032689,2018-07-26,Pesticide Residues,Herbs & Spices,China (CX),Local Authority
ICID00032690,2018-07-26,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),United Kingdom (GB),FSA England
ICID00032691,2018-07-26,Clandestine Detection,Fruits & Vegetables,Netherlands (NL),Home Office / Border Force
ICID00032692,2018-07-26,Pathogenic Micro-Organisms,Cereals & Bakery Products,United Kingdom (GB),General Public
ICID00032693,2018-07-26,Allergens,Prepared Dishes & Snacks,Thailand (TH),Industry
ICID00032694,2018-07-26,Chemical Contamination (other),Nuts / Nut products / Seeds,China (CX),Port Health Authority (PHA)
ICID00032695,2018-07-26,Pathogenic Micro-Organisms,Milk & Milk Products,United Kingdom (GB),RASFF
ICID00032696,2018-07-26,Poor or Insufficient Controls,Confectionery,China (CX),RASFF
ICID00032697,2018-07-26,CHEMET,N/A,United Kingdom (GB),Environment Agency (EA)
ICID00032698,2018-07-27,CHEMET,N/A,United Kingdom (GB),Environment Agency (EA)
ICID00032699,2018-07-27,Packaging Defective / Incorrect,Fish & Fish Products,United Kingdom (GB),Port Health Authority (PHA)
ICID00032700,2018-07-27,Foreign Bodies,Confectionery,France (FR),Industry
ICID00032701,2018-07-27,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),United Kingdom (GB),Local Authority
ICID00032702,2018-07-27,Pathogenic Micro-Organisms,Non-Alcoholic Beverages,United Kingdom (GB),Industry
ICID00032703,2018-07-27,Labelling Absent / Incomplete / Incorrect,Cocoa / Cocoa Preparations / Coffee / Tea,United Kingdom (GB),Administrative Assistance & Cooperation System (AAC)
ICID00032704,2018-07-27,Allergens,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),Industry
ICID00032705,2018-07-27,CHEMET,N/A,United Kingdom (GB),Environment Agency (EA)
ICID00032706,2018-07-27,Pathogenic Micro-Organisms,Ices & Desserts,United Kingdom (GB),RASFF
ICID00032707,2018-07-27,Allergens,Cereals & Bakery Products,Spain (ES),Industry
ICID00032709,2018-07-28,CHEMET,N/A,United Kingdom (GB),Water Company
ICID00032710,2018-07-28,Allergens,Prepared Dishes & Snacks,United Kingdom (GB),Industry
ICID00032711,2018-07-29,CHEMET,N/A,United Kingdom (GB),Met Office
ICID00032712,2018-07-27,Clandestine Detection,Fruits & Vegetables,Spain (ES),Police
ICID00032713,2018-07-30,CHEMET,N/A,United Kingdom (GB),Department for Environment Food & Rural Affairs (Defra)
ICID00032714,2018-07-30,Pesticide Residues,Fruits & Vegetables,Malaysia (MY),FSA England
ICID00032715,2018-07-27,CHEMET,N/A,United Kingdom (GB),Met Office
ICID00032716,2018-07-30,Mycotoxins,Fruits & Vegetables,Turkey (TR),Port Health Authority (PHA)
ICID00032717,2018-07-30,Pesticide Residues,Fruits & Vegetables,Dominican Republic (DO),Port Health Authority (PHA)
ICID00032718,2018-07-30,Pesticide Residues,Fruits & Vegetables,Dominican Republic (DO),Port Health Authority (PHA)
ICID00032719,2018-07-30,Pesticide Residues,Fruits & Vegetables,Dominican Republic (DO),Port Health Authority (PHA)
ICID00032720,2018-07-30,Chemical Contamination (other),Fruits & Vegetables,United Kingdom (GB),RASFF
ICID00032722,2018-07-30,Composition,Dietetic Foods / Food Supplements / Fortified Foods,United Kingdom (GB),RASFF
ICID00032723,2018-07-30,Mycotoxins,Nuts / Nut products / Seeds,China (CX),Port Health Authority (PHA)
ICID00032724,2018-07-30,Packaging Defective / Incorrect,Ices & Desserts,United Kingdom (GB),Industry
ICID00032725,2018-07-30,Allergens,Nuts / Nut products / Seeds,Ireland (IE),EU Member States
ICID00032726,2018-07-31,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),United Kingdom (GB),Department of Agriculture & Rural Development (DARD)
ICID00032729,2018-07-31,Pathogenic Micro-Organisms,Feed Materials,United Kingdom (GB),Industry
ICID00032730,2018-07-31,Migration,Food Contact Materials,United Kingdom (GB),Administrative Assistance & Cooperation System (AAC)
ICID00032731,2018-07-31,Poor or Insufficient Controls,Dietetic Foods / Food Supplements / Fortified Foods,United Kingdom (GB),RASFF
ICID00032732,2018-07-31,Pesticide Residues,Fruits & Vegetables,China (CX),Industry
