UniqueReferenceNumber(URN) ,IncidentDate,IncidentCategory,ProductType,ProductOriginCountry ,NotifierType
ICID00036531,2020-02-06,Labelling Absent / Incomplete / Incorrect,Nuts / Nut Products / Seeds,Border Inspection Posts (BIPs),India (IN)
ICID00036533,2020-02-06,Labelling Absent / Incomplete / Incorrect,Soups / Broths / Sauces & Condiments,Border Inspection Posts (BIPs),India (IN)
ICID00036660,2020-02-19,Pesticide Residues,Fruits & Vegetables,Health & Safety Executive,India (IN)
ICID00036693,2020-02-24,Pesticide Residues,Fruits & Vegetables,Health & Safety Executive,India (IN)
ICID00036711,2020-02-26,Allergens,Non-Alcoholic Beverages,Industry,India (IN)
ICID00036558,2020-02-07,Poor or Insufficient Controls,Fish & Fish Products,Port Health Authority (PHA),India (IN)
ICID00036697,2020-02-25,Food Additives & Flavourings,Food Additives & Flavourings,Administrative Assistance & Cooperation System (AAC),Indonesia (ID)
ICID00036687,2020-02-24,Food Additives & Flavourings,Non-Alcoholic Beverages,Local Authority,Indonesia (ID)
ICID00036734,2020-02-28,Packaging Defective / Incorrect,Food Contact Materials,General Public,Ireland (IE)
ICID00036529,2020-02-06,Pathogenic Micro-Organisms,Herbs & Spices,Local Authority,Ireland (IE)
ICID00036514,2020-02-05,Allergens,Soups / Broths / Sauces & Condiments,Local Authority,Ireland (IE)
ICID00036632,2020-02-14,Clandestine Detection,Prepared Dishes & Snacks,Police,Ireland (IE)
ICID00036714,2020-02-26,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,Ireland (IE)
ICID00036654,2020-02-19,Clandestine Detection,Cereals & Bakery Products,Home Office / Border Force,Italy (IT)
ICID00036730,2020-02-28,Pesticide Residues,Fruits & Vegetables,Border Inspection Posts (BIPs),Kenya (KE)
ICID00036726,2020-02-28,Clandestine Detection,Non-Alcoholic Beverages,Home Office / Border Force,Lithuania (LT)
ICID00036610,2020-02-13,Allergens,Prepared Dishes & Snacks,Industry,Malaysia (MY)
ICID00036651,2020-02-19,Packaging Defective / Incorrect,Fish & Fish Products,Industry,Morocco (MA)
ICID00036520,2020-02-05,Allergens,Cereals & Bakery Products,FSA Northern Ireland (FSANI),Netherlands (NL)
ICID00036688,2020-02-24,Composition,Cocoa / Cocoa Preparations / Coffee / Tea,Local Authority,Netherlands (NL)
ICID00036658,2020-02-19,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,Netherlands (NL)
ICID00036564,2020-02-10,Mycotoxins,Fruits & Vegetables,RASFF,Netherlands (NL)
ICID00036535,2020-02-06,Pathogenic Micro-Organisms,Fruits & Vegetables,RASFF,Netherlands (NL)
ICID00036639,2020-02-17,Biocontaminants ,Honey & Royal Jelly,Port Health Authority (PHA),New Zealand (NZ)
ICID00036612,2020-02-13,Foreign Bodies,Nuts / Nut Products / Seeds,Food Standards Scotland (FSS),Niger (NE)
ICID00036606,2020-02-13,Labelling Absent / Incomplete / Incorrect,Fruits & Vegetables,Border Inspection Posts (BIPs),Nigeria (NG)
ICID00036553,2020-02-07,Mycotoxins,Nuts / Nut Products / Seeds,Border Inspection Posts (BIPs),Nigeria (NG)
ICID00036608,2020-02-13,Pathogenic Micro-Organisms,Nuts / Nut Products / Seeds,Border Inspection Posts (BIPs),Nigeria (NG)
ICID00036583,2020-02-11,Labelling Absent / Incomplete / Incorrect,Fruits & Vegetables,Local Authority,Nigeria (NG)
ICID00036590,2020-02-11,Labelling Absent / Incomplete / Incorrect,Fruits & Vegetables,Local Authority,Nigeria (NG)
ICID00036686,2020-02-24,Pesticide Residues,Fruits & Vegetables,Local Authority,Nigeria (NG)
ICID00036549,2020-02-07,Pesticide Residues,Fruits & Vegetables,Border Inspection Posts (BIPs),Pakistan (PK)
ICID00036650,2020-02-18,Chemical Contamination (other),Soups / Broths / Sauces & Condiments,Administrative Assistance & Cooperation System (AAC),Philippines (PH)
ICID00036500,2020-02-03,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,Administrative Assistance & Cooperation System (AAC),Poland (PL)
ICID00036581,2020-02-11,Allergens,Cereals & Bakery Products,Local Authority,Poland (PL)
ICID00036604,2020-02-13,Labelling Absent / Incomplete / Incorrect,Cocoa / Cocoa Preparations / Coffee / Tea,Local Authority,Poland (PL)
ICID00036633,2020-02-14,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,RASFF,Poland (PL)
ICID00036640,2020-02-17,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,RASFF,Poland (PL)
ICID00036570,2020-02-10,Clandestine Detection,Fruits & Vegetables,Home Office / Border Force,Portugal (PT)
ICID00036659,2020-02-19,Clandestine Detection,Fruits & Vegetables,Home Office / Border Force,Portugal (PT)
ICID00036578,2020-02-11,Allergens,Prepared Dishes & Snacks,Industry ,Singapore (SG)
ICID00036631,2020-02-14,Clandestine Detection,Fruits & Vegetables,Home Office / Border Force,Spain (ES)
ICID00036655,2020-02-19,Clandestine Detection,Fruits & Vegetables,Home Office / Border Force,Spain (ES)
ICID00036664,2020-02-20,Clandestine Detection,Fruits & Vegetables,Home Office / Border Force,Spain (ES)
ICID00036681,2020-02-23,Clandestine Detection,Fruits & Vegetables,Home Office / Border Force,Spain (ES)
ICID00036692,2020-02-25,Clandestine Detection,Fruits & Vegetables,Home Office / Border Force,Spain (ES)
ICID00036718,2020-02-26,Clandestine Detection,Fruits & Vegetables,Home Office / Border Force,Spain (ES)
ICID00036723,2020-02-27,Clandestine Detection,Fruits & Vegetables,Home Office / Border Force,Spain (ES)
ICID00036725,2020-02-28,Clandestine Detection,Fruits & Vegetables,Home Office / Border Force,Spain (ES)
ICID00036727,2020-02-28,Clandestine Detection,Fruits & Vegetables,Home Office / Border Force,Spain (ES)
ICID00036709,2020-02-26,Clandestine Detection,Fruits & Vegetables,Local Authority,Spain (ES)
ICID00036731,2020-02-28,Biotoxins (other),Pet Food,Local Authority,Spain (ES)
ICID00036695,2020-02-25,Novel Food,Confectionery,RASFF,Spain (ES)
ICID00036666,2020-02-20,Foreign Bodies,Milk & Milk Products,RASFF,Spain (ES)
ICID00036721,2020-02-27,Foreign Bodies,Milk & Milk Products,RASFF,Spain (ES)
ICID00036563,2020-02-10,Poor or Insufficient Controls,Dietetic Foods / Food Supplements / Fortified Foods,Administrative Assistance & Cooperation System (AAC),Sweden (SE)
ICID00036545,2020-02-06,Allergens,Meat & Meat Products (other than poultry),Industry,Taiwan (TW)
ICID00036557,2020-02-07,Food Additives & Flavourings,Cocoa / Cocoa Preparations / Coffee / Tea,RASFF,Turkey (TR)
ICID00036647,2020-02-18,Labelling Absent / Incomplete / Incorrect,Cocoa / Cocoa Preparations / Coffee / Tea,Administrative Assistance & Cooperation System (AAC),United Kingdom (GB)
ICID00036699,2020-02-25,Labelling Absent / Incomplete / Incorrect,Confectionery,Administrative Assistance & Cooperation System (AAC),United Kingdom (GB)
ICID00036607,2020-02-13,Composition,Dietetic Foods / Food Supplements / Fortified Foods,Administrative Assistance & Cooperation System (AAC),United Kingdom (GB)
ICID00036677,2020-02-21,Pathogenic Micro-Organisms,Pet Food,Administrative Assistance & Cooperation System (AAC),United Kingdom (GB)
ICID00036648,2020-02-17,Pesticide Residues,Meat & Meat Products (other than poultry),Animal & Plant Health Agency (APHA),United Kingdom (GB)
ICID00036665,2020-02-20,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Animal & Plant Health Agency (APHA),United Kingdom (GB)
ICID00036616,2020-02-14,Pathogenic Micro-Organisms,Pet Food,Animal & Plant Health Agency (APHA),United Kingdom (GB)
ICID00036746,2020-02-28,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Animal & Plant Health Agency (APHA),United Kingdom (GB)
ICID00036614,2020-02-14,Pathogenic Micro-Organisms,Eggs & Egg Products,Department of Agriculture & Rural Development (DARD),United Kingdom (GB)
ICID00036676,2020-02-21,Heavy Metals,Meat & Meat Products (other than poultry),Department of Agriculture & Rural Development (DARD),United Kingdom (GB)
ICID00036589,2020-02-12,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Department of Agriculture & Rural Development (DARD),United Kingdom (GB)
ICID00036713,2020-02-26,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Department of Agriculture & Rural Development (DARD),United Kingdom (GB)
ICID00036595,2020-02-12,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Department of Agriculture & Rural Development (DARD),United Kingdom (GB)
ICID00036636,2020-02-17,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Department of Agriculture & Rural Development (DARD),United Kingdom (GB)
ICID00036517,2020-02-05,Allergens,Cereals & Bakery Products,EU Member States,United Kingdom (GB)
ICID00036672,2020-02-21,Composition,Dietetic Foods / Food Supplements / Fortified Foods,EU Member States,United Kingdom (GB)
ICID00036556,2020-02-07,Labelling Absent / Incomplete / Incorrect,Non-Alcoholic Beverages,EU Member States,United Kingdom (GB)
ICID00036567,2020-02-10,Foreign Bodies,Prepared Dishes & Snacks,EU Member States,United Kingdom (GB)
ICID00036555,2020-02-07,Labelling Absent / Incomplete / Incorrect,Soups / Broths / Sauces & Condiments,EU Member States,United Kingdom (GB)
ICID00036552,2020-02-07,Allergens,Ices & Desserts,Food Standards Scotland (FSS),United Kingdom (GB)
ICID00036518,2020-02-05,Allergens,Other Food Product / Mixed,Food Standards Scotland (FSS),United Kingdom (GB)
ICID00036588,2020-02-11,Allergens,Prepared Dishes & Snacks,Food Standards Scotland (FSS),United Kingdom (GB)
ICID00036565,2020-02-10,Foreign Bodies,Prepared Dishes & Snacks,Food Standards Scotland (FSS),United Kingdom (GB)
ICID00036684,2020-02-24,Chemical Contamination (other),Soups / Broths / Sauces & Condiments,Food Standards Scotland (FSS),United Kingdom (GB)
ICID00036522,2020-02-05,Labelling Absent / Incomplete / Incorrect,Meat & Meat Products (other than poultry),FSA Field Operations - FVC,United Kingdom (GB)
ICID00036729,2020-02-28,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),FSA Field Operations - FVC,United Kingdom (GB)
ICID00036707,2020-02-26,Allergens,Confectionery,General Public,United Kingdom (GB)
ICID00036495,2020-02-03,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),General Public,United Kingdom (GB)
ICID00036706,2020-02-25,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),General Public,United Kingdom (GB)
ICID00036667,2020-02-20,Poor or Insufficient Controls,Other Food Product / Mixed,General Public,United Kingdom (GB)
ICID00036701,2020-02-25,Poor or Insufficient Controls,Other Food Product / Mixed,General Public,United Kingdom (GB)
ICID00036515,2020-02-05,Novel Food,Cocoa / Cocoa Preparations / Coffee / Tea,Industry,United Kingdom (GB)
ICID00036551,2020-02-07,Allergens,Confectionery,Industry,United Kingdom (GB)
ICID00036694,2020-02-25,Allergens,Confectionery,Industry,United Kingdom (GB)
ICID00036653,2020-02-19,Allergens,Confectionery,Industry,United Kingdom (GB)
ICID00036717,2020-02-26,Heavy Metals,Confectionery,Industry,United Kingdom (GB)
ICID00036509,2020-02-04,Allergens,Crustaceans & Products Thereof,Industry,United Kingdom (GB)
ICID00036550,2020-02-07,Pathogenic Micro-Organisms,Feed Materials,Industry,United Kingdom (GB)
ICID00036682,2020-02-24,Pathogenic Micro-Organisms,Feed Materials,Industry,United Kingdom (GB)
ICID00036700,2020-02-25,Pathogenic Micro-Organisms,Feed Materials,Industry,United Kingdom (GB)
ICID00036642,2020-02-17,Foreign Bodies,Ices & Desserts,Industry,United Kingdom (GB)
ICID00036493,2020-02-01,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Industry,United Kingdom (GB)
ICID00036559,2020-02-07,Poor or Insufficient Controls,Meat & Meat Products (other than poultry),Industry,United Kingdom (GB)
ICID00036513,2020-02-04,Foreign Bodies,Milk & Milk Products,Industry,United Kingdom (GB)
ICID00036526,2020-02-05,Foreign Bodies,Milk & Milk Products,Industry,United Kingdom (GB)
ICID00036635,2020-02-15,Foreign Bodies,Milk & Milk Products,Industry,United Kingdom (GB)
ICID00036621,2020-02-14,Pathogenic Micro-Organisms,Nuts / Nut Products / Seeds,Industry,United Kingdom (GB)
ICID00036499,2020-02-03,Foreign Bodies,Other Food Product / Mixed,Industry,United Kingdom (GB)
ICID00036683,2020-02-18,Pathogenic Micro-Organisms,Other Food Product / Mixed,Industry,United Kingdom (GB)
ICID00036736,2020-02-29,Allergens,Poultry Meat & Poultry Meat Products,Industry,United Kingdom (GB)
ICID00036716,2020-02-26,Labelling Absent / Incomplete / Incorrect,Poultry Meat & Poultry Meat Products,Industry,United Kingdom (GB)
ICID00036587,2020-02-11,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Industry,United Kingdom (GB)
ICID00036584,2020-02-11,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Industry,United Kingdom (GB)
ICID00036571,2020-02-10,Allergens,Prepared Dishes & Snacks,Industry,United Kingdom (GB)
ICID00036630,2020-02-14,Allergens,Prepared Dishes & Snacks,Industry,United Kingdom (GB)
ICID00036569,2020-02-10,Labelling Absent / Incomplete / Incorrect,Prepared Dishes & Snacks,Industry,United Kingdom (GB)
ICID00036591,2020-02-12,Non-Pathogenic Micro-Organisims,Prepared Dishes & Snacks,Industry,United Kingdom (GB)
ICID00036516,2020-02-05,Allergens,Cereals & Bakery Products,Local Authority,United Kingdom (GB)
ICID00036519,2020-02-05,Poor or Insufficient Controls,Cereals & Bakery Products,Local Authority,United Kingdom (GB)
ICID00036646,2020-02-18,Poor or Insufficient Controls,Cereals & Bakery Products,Local Authority,United Kingdom (GB)
ICID00036649,2020-02-04,Adulteration / Fraud,Cocoa / Cocoa Preparations / Coffee / Tea,Local Authority,United Kingdom (GB)
ICID00036733,2020-02-28,Labelling Absent / Incomplete / Incorrect,Confectionery,Local Authority,United Kingdom (GB)
ICID00036712,2020-02-26,Packaging Defective / Incorrect,Dietetic Foods / Food Supplements / Fortified Foods,Local Authority,United Kingdom (GB)
ICID00036645,2020-02-17,Chemical Contamination (other),Fats & Oils,Local Authority,United Kingdom (GB)
ICID00036618,2020-02-14,Food Additives & Flavourings,Fats & Oils,Local Authority,United Kingdom (GB)
ICID00036643,2020-02-18,Mycotoxins,Feed Materials,Local Authority,United Kingdom (GB)
ICID00036568,2020-02-10,Residues of Veterinary Medicinal Products,Feed Materials,Local Authority,United Kingdom (GB)
ICID00036629,2020-02-14,Labelling Absent / Incomplete / Incorrect,Meat & Meat Products (other than poultry),Local Authority,United Kingdom (GB)
ICID00036605,2020-02-13,Poor or Insufficient Controls,Milk & Milk Products,Local Authority,United Kingdom (GB)
ICID00036674,2020-02-21,Foreign Bodies,Non-Alcoholic Beverages,Local Authority,United Kingdom (GB)
ICID00036679,2020-02-21,Pathogenic Micro-Organisms,Non-Alcoholic Beverages,Local Authority,United Kingdom (GB)
ICID00036708,2020-02-25,Food Additives & Flavourings,Other Food Product / Mixed,Local Authority,United Kingdom (GB)
ICID00036566,2020-02-10,Poor or Insufficient Controls,Poultry Meat & Poultry Meat Products,Local Authority,United Kingdom (GB)
ICID00036663,2020-02-20,Allergens,Prepared Dishes & Snacks,Local Authority,United Kingdom (GB)
ICID00036668,2020-02-20,Allergens,Prepared Dishes & Snacks,Local Authority,United Kingdom (GB)
ICID00036585,2020-02-12,Allergens,Prepared Dishes & Snacks,Local Authority,United Kingdom (GB)
ICID00036521,2020-02-05,Allergens,Prepared Dishes & Snacks,Local Authority,United Kingdom (GB)
ICID00036738,2020-02-28,Composition,Prepared Dishes & Snacks,Local Authority,United Kingdom (GB)
ICID00036575,2020-02-11,Packaging Defective / Incorrect,Soups / Broths / Sauces & Condiments,Local Authority,United Kingdom (GB)
ICID00036527,2020-02-05,Adulteration / Fraud,Dietetic Foods / Food Supplements / Fortified Foods,Medicines & Healthcare products Regulatory Agency (MHRA),United Kingdom (GB)
ICID00036492,2020-02-01,CHEMET,Cereals & Bakery Products,Met Office,United Kingdom (GB)
ICID00036511,2020-02-04,CHEMET,N/A,Met Office,United Kingdom (GB)
ICID00036512,2020-02-04,CHEMET,N/A,Met Office,United Kingdom (GB)
ICID00036572,2020-02-10,CHEMET,N/A,Met Office,United Kingdom (GB)
ICID00036600,2020-02-08,CHEMET,N/A,Met Office,United Kingdom (GB)
ICID00036601,2020-02-09,CHEMET,N/A,Met Office,United Kingdom (GB)
ICID00036602,2020-02-10,CHEMET,N/A,Met Office,United Kingdom (GB)
ICID00036627,2020-02-14,CHEMET,N/A,Met Office,United Kingdom (GB)
ICID00036637,2020-02-17,CHEMET,N/A,Met Office,United Kingdom (GB)
ICID00036661,2020-02-20,CHEMET,N/A,Met Office,United Kingdom (GB)
ICID00036662,2020-02-20,CHEMET,N/A,Met Office,United Kingdom (GB)
ICID00036680,2020-02-22,CHEMET,N/A,Met Office,United Kingdom (GB)
ICID00036719,2020-02-26,CHEMET,N/A,Met Office,United Kingdom (GB)
ICID00036722,2020-02-27,CHEMET,N/A,Met Office,United Kingdom (GB)
ICID00036728,2020-02-28,CHEMET,N/A,Met Office,United Kingdom (GB)
ICID00036503,2020-02-04,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Other,United Kingdom (GB)
ICID00036504,2020-02-04,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Other,United Kingdom (GB)
ICID00036634,2020-02-14,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Other,United Kingdom (GB)
ICID00036690,2020-02-24,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Other,United Kingdom (GB)
ICID00036691,2020-02-24,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Other,United Kingdom (GB)
ICID00036508,2020-02-04,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,Other,United Kingdom (GB)
ICID00036586,2020-02-12,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Public Analyst / Laboratory,United Kingdom (GB)
ICID00036617,2020-02-14,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Public Analyst / Laboratory,United Kingdom (GB)
ICID00036619,2020-02-14,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Public Analyst / Laboratory,United Kingdom (GB)
ICID00036620,2020-02-14,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Public Analyst / Laboratory,United Kingdom (GB)
ICID00036626,2020-02-14,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Public Analyst / Laboratory,United Kingdom (GB)
ICID00036704,2020-02-26,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Public Analyst / Laboratory,United Kingdom (GB)
ICID00036724,2020-02-27,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Public Analyst / Laboratory,United Kingdom (GB)
ICID00036702,2020-02-24,Residues of Veterinary Medicinal Products,Poultry Meat & Poultry Meat Products,Public Analyst / Laboratory,United Kingdom (GB)
ICID00036703,2020-02-24,Residues of Veterinary Medicinal Products,Poultry Meat & Poultry Meat Products,Public Analyst / Laboratory,United Kingdom (GB)
ICID00036562,2020-02-10,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Public Health England (PHE),United Kingdom (GB)
ICID00036652,2020-02-19,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Public Health England (PHE),United Kingdom (GB)
ICID00036720,2020-02-27,Pathogenic Micro-Organisms,Cereals & Bakery Products,Public Health England (PHE),United Kingdom (GB)
ICID00036560,2020-02-07,Composition,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom (GB)
ICID00036592,2020-02-12,Composition,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom (GB)
ICID00036611,2020-02-13,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom (GB)
ICID00036615,2020-02-14,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom (GB)
ICID00036622,2020-02-14,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom (GB)
ICID00036623,2020-02-14,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom (GB)
ICID00036624,2020-02-14,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom (GB)
ICID00036625,2020-02-14,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom (GB)
ICID00036657,2020-02-19,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom (GB)
ICID00036669,2020-02-14,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom (GB)
ICID00036670,2020-02-14,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom (GB)
ICID00036673,2020-02-21,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom (GB)
ICID00036498,2020-02-03,Chemical Contamination (other),Food Contact Materials,RASFF,United Kingdom (GB)
ICID00036546,2020-02-06,Mycotoxins,Nuts / Nut Products / Seeds,RASFF,United Kingdom (GB)
ICID00036628,2020-02-14,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASSF,United Kingdom (GB)
ICID00036561,2020-02-07,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom (GB)
ICID00036506,2020-02-04,Non-Pathogenic Micro-Organisims,N/A,Water Company,United Kingdom (GB)
ICID00036577,2020-02-10,Non-Pathogenic Micro-Organisims,N/A,Water Company,United Kingdom (GB)
ICID00036644,2020-02-18,Pathogenic Micro-Organisms,N/A,Water Company,United Kingdom (GB)
ICID00036735,2020-02-28,Adulteration / Fraud,Nuts / Nut Products / Seeds,Administrative Assistance & Cooperation System (AAC),United States (US)
ICID00036524,2020-02-05,Food Additives & Flavourings,Cereals & Bakery Products,RASFF,United States (US)
ICID00036510,2020-02-04,Food Additives & Flavourings,Confectionery,RASFF,United States (US)
ICID00036656,2020-02-18,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United States (US)
ICID00036596,2020-02-12,Novel Food,Nuts / Nut Products / Seeds,RASFF,United States (US)
