UniqueReferenceNumber(URN) ,IncidentDate,IncidentCategory,ProductType,ProductOriginCountry,NotifierType
ICID00031916,2018-03-27,Packaging Defective / Incorrect,Non-Alcoholic Beverages,Italy (IT),RASFF
ICID00031917,2018-03-27,Pathogenic Micro-Organisms,Pet Food,China (CX),Border Inspection Posts (BIPs)
ICID00031918,2018-03-27,Foreign Bodies,Prepared Dishes & Snacks,China (CX),European Commission (EC)
ICID00031919,2018-03-27,Pathogenic Micro-Organisms,Herbs & Spices,United Kingdom (GB),EU Member States
ICID00031920,2018-03-27,Clandestine Detection,Other Food Product / Mixed,Poland (PL),Home Office / Border Force
ICID00031921,2018-03-27,Labelling Absent / Incomplete / Incorrect,Prepared Dishes & Snacks,United Kingdom (GB),Food Standards Scotland (FSS)
ICID00031922,2018-03-27,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),United Kingdom (GB),Veterinary Medicines Directorate
ICID00031923,2018-03-28,Pesticide Residues,Fruits & Vegetables,India (IN),Border Inspection Posts (BIPs)
ICID00031924,2018-03-28,Allergens,Confectionery,United Kingdom (GB),General Public
ICID00031925,2018-03-28,Pathogenic Micro-Organisms,Milk & Milk Products,Poland (PL),Local Authority
ICID00031926,2018-03-28,Food Additives & Flavourings,Confectionery,United States (US),EU Member States
ICID00031927,2018-03-28,Allergens,Meat & Meat Products (other than poultry),Ireland (IE),Local Authority
ICID00031928,2018-03-28,Labelling Absent / Incomplete / Incorrect,Dietetic Foods / Food Supplements / Fortified Foods,United Kingdom (GB),EU Member States
ICID00031929,2018-03-28,Pathogenic Micro-Organisms,Milk & Milk Products,Netherlands (NL),Local Authority
ICID00031930,2018-03-28,Labelling Absent / Incomplete / Incorrect,Prepared Dishes & Snacks,United Kingdom (GB),Industry
ICID00031931,2018-03-28,Food Additives & Flavourings,Crustaceans & Products Thereof,United Kingdom (GB),RASFF
ICID00031932,2018-03-29,Allergens,Fish & Fish Products,Denmark (DK),EU Member States
ICID00031933,2018-03-28,Allergens,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),Local Authority
ICID00031934,2018-03-28,Allergens,Dietetic Foods / Food Supplements / Fortified Foods,Canada (CA),Local Authority
ICID00031935,2018-03-29,Labelling Absent / Incomplete / Incorrect,Food Additives & Flavourings,United Kingdom (GB),EU Member States
ICID00031936,2018-03-29,Allergens,Prepared Dishes & Snacks,Belgium (BE),Industry
ICID00031937,2018-03-29,Composition,Soups / Broths / Sauces & condiments,Thailand (TH),Local Authority
ICID00031938,2018-03-29,Labelling Absent / Incomplete / Incorrect,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),Local Authority
ICID00031939,2018-03-29,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),United Kingdom (GB),Industry
ICID00031940,2018-03-29,Labelling Absent / Incomplete / Incorrect,Dietetic Foods / Food Supplements / Fortified Foods,United Kingdom (GB),EU Member States
ICID00031941,2018-03-29,Poor or Insufficient Controls,Fish and Fish Products,United Kingdom (GB),Local Authority
ICID00031942,2018-03-30,CHEMET,N/A,United Kingdom (GB),Police
ICID00031943,2018-03-30,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),United Kingdom (GB),Veterinary Medicines Directorate
ICID00031944,2018-03-30,Mycotoxins,Feed Premixtures,United Kingdom (GB),EU Member States
ICID00031945,2018-03-30,Pathogenic Micro-Organisms,Milk & Milk Products,France (FR),RASFF
ICID00031946,2018-03-30,Chemical Contamination (other),Milk & Milk Products ,France (FR),RASFF
ICID00031947,2018-03-30,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),United Kingdom (GB),Veterinary Medicines Directorate
ICID00031948,2018-03-30,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,United Kingdom (GB),RASFF
ICID00031949,2018-03-30,Pathogenic Micro-Organisms,Fish & Fish Products,Vietnam (VN),RASFF
ICID00031960,2018-03-30,Mycotoxins,Nuts / Nut Products / Seeds,Netherlands (NL),RASFF
ICID00031962,2018-03-28,Allergens,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),Local Authority
